reference,author,title,city,editorial,year,catalog
"Griñó Frontera, Beatriz de, La caja con relieves de Lobón (Badajoz) en el contexto de las cajas funerarias de la Península Ibérica. Badajos, Museo Arqueológico Provincial, 2022.",Beatriz de Griñó Frontera,La caja con relieves de Lobón (Badajoz) en el contexto de las cajas funerarias de la Península Ibérica,Badajos,Museo Arqueológico Provincial,2022,2022-2023
"Guerrero, Alonso, Las mujeres felices son una quimera. Córdoba, Almuzara, 2022. Novela",Alonso Guerrero,Las mujeres felices son una quimera,Córdoba,Almuzara,2022,2022-2023
"Gutiérrez Carbajo, Francisco, Cómo tratar al médico. Madrid, Pigmalión, 2022-. Memorias.",Francisco Gutiérrez Carbajo,Cómo tratar al médico,Madrid,Pigmalión,2022,2022-2023
"Gutiérrez Ayuso, Alonso, El patrimonio de Magacela de la Orden de Alcántara. Badajoz, Diputación Provincial, 2022.",Alonso Gutiérrez Ayuso,El patrimonio de Magacela de la Orden de Alcántara,Badajoz,Diputación Provincial,2022,2022-2023
"Gutiérrez Casalá, José Luis. Entrevista a Indalecio Prieto.  Badajoz, Editamás, 2023.",José Luis Gutiérrez Casalá,Entrevista a Indalecio Prieto,Badajoz,Editamás,2023,2022-2023
"Gutiérrez Casalá, José Luis. Entrevista a Juan Yagüe Blanco, general del ejército español. Badajoz, Editamás. 2022.",José Luis Gutiérrez Casalá,"Entrevista a Juan Yagüe Blanco, general del ejército español",Badajoz,Editamás,2022,2022-2023
"Gutiérrez Gallego, José Antonio (dir.), Extremadura futuro inminente: infraestructuras multimodales, logística y competitividad empresarial. Cáceres, DESOSTE, 2022.",José Antonio Gutiérrez Gallego,"Extremadura futuro inminente: infraestructuras multimodales, logística y competitividad empresarial",Cáceres,DESOSTE,2022,2022-2023
"Habela Vaca, Emiliana, Los gloriosos Vaca. Tres generaciones de arquitectos extremeños de una misma familia (1819-1969): Francisco Morales Hernández, Ventura Vaca Parrilla y Francisco Vaca Morales. Badajoz, s.n, 2022.",Emiliana Habela Vaca,"Los gloriosos Vaca. Tres generaciones de arquitectos extremeños de una misma familia (1819-1969): Francisco Morales Hernández, Ventura Vaca Parrilla y Francisco Vaca Morales",Badajoz,s.n.,2022,2022-2023
"Hernández Burgos, C. y Rina Simón, C (eds), El franquismo se fue de fiesta. Ritos festivos y cultura popular durante la dictadura. Valencia, Universitat 2022.",C. Hernández Burgos;C (eds) Rina Simón,El franquismo se fue de fiesta. Ritos festivos y cultura popular durante la dictadura,Valencia,Universitat,2022,2022-2023
"Hernández Mogollón, Ricardo y otros, Impacto económico del Covid-19 en las PYMES extremeñas. Cáceres, UEX, 2022.",Ricardo Hernández Mogollón;otros,Impacto económico del Covid-19 en las PYMES extremeñas,Cáceres,UEX,2022,2022-2023
"Hernández Nieves, Román, Exposición Miguel Sansón Serván. Geometría y color. Olivenza, Museo Etnográfico Extremeño “González Santana”, 2022.",Román Hernández Nieves,Exposición Miguel Sansón Serván. Geometría y color,Olivenza,Museo Etnográfico Extremeño “González Santana”,2022,2022-2023
"Hernández Nieves, Román, Manuel Gómez Arce, visiones naifs de lo cotidiano. Olivenza, Museo Etnográfico Extremeño, 2022.",Román Hernández Nieves,visiones naifs de lo cotidiano,Olivenza,Museo Etnográfico Extremeño,2022,2022-2023
"González Rodríguez, María Inmaculada, Por si no te vuelvo a ver. S. l., autoedición, 2022.",María Inmaculada González Rodríguez,Por si no te vuelvo a ver,S. l.,autoedición,2022,2022-2023
"González Reyes, Manuel, La cueva de los castores. S.l. (Llerena/Monesterio), s.a. (2023), autoedición. Biografía novelada del abuelo republicano.",Manuel González Reyes,La cueva de los castores,S.l. (Llerena/Monesterio),autoedición,2023,2022-2023
"Gómez Galisteo, Genaro, Barcarrota: una villa de Extremadura en el siglo XIX. Barcarrota, Ayuntamiento, 2023.",Genaro Gómez Galisteo,Barcarrota: una villa de Extremadura en el siglo XIX,Barcarrota,Ayuntamiento,2023,2022-2023
"González Perlado, Gregorio, Los escarpes de la edad. Badajoz, Almería, Círculo Rojo, 2022.  Poesía.",Gregorio González Perlado,Los escarpes de la edad,"Badajoz, Almería",Círculo Rojo,2022,2022-2023
"Gómez Martín, Antonio, H : mi primer amigo del más allá. Plasencia, Gráficas, Romero, 2022",Antonio Gómez Martín,H : mi primer amigo del más allá,Plasencia,Gráficas Romero,2022,2022-2023
"Gómez Murillo, Pedro y otros, Guía de campo de los narcisos silvestres de Extremadura. Jaraíz de la Vera, Valeriano Romero e Hijos, 2022.",Pedro Gómez Murillo;otros,Guía de campo de los narcisos silvestres de Extremadura,Jaraíz de la Vera,Valeriano Romero e Hijos,2022,2022-2023
"Gómez Recio, Fernando, La verdad no importa. Cáceres, Diputación, 2022.",Fernando Gómez Recio,La verdad no importa,Cáceres,Diputación,2022,2022-2023
"Gómez y Flores, José M., A medida de mis contradicciones. Poesía esencial 1985-2020. Prólogo de Efi Cubero. Madrid, Pigmalión, 2022",José M. Gómez y Flores,A medida de mis contradicciones. Poesía esencial 1985-2020,Madrid,Pigmalión,2022,2022-2023
"Gómez Pérez, Asunción, Inteligencia artificial y lengua española. Madrid, RAE, mayo 2023.",Asunción Gómez Pérez,Inteligencia artificial y lengua española,Madrid,RAE,2023,2022-2023
"González, David, Sádico. Badajoz, Editamás, 2022.",David González,Sádico,Badajoz,Editamás,2022,2022-2023
"González, David, Los fantasmas de la casa de enfrente. Badajoz, Editamás, 2022.",David González,Los fantasmas de la casa de enfrente,Badajoz,Editamás,2022,2022-2023
"González Bornay, José Miguel, Monedas hispánicas del Museo Arqueológico Provincial de Badajoz. Badajoz, Museo Arqueológico Provincial, 2022.",José Miguel González Bornay,Monedas hispánicas del Museo Arqueológico Provincial de Badajoz,Badajoz,Museo Arqueológico Provincial,2022,2022-2023
"González Chema, X, Esto no es una película. Arte contemporáneo y cine en la Colección Helga de Alvear. Cáceres, Museo de Arte Contemporáneo Helga de Alvear. 2023.",González Chema,Esto no es una película. Arte contemporáneo y cine en la Colección Helga de Alvear,Cáceres,Museo de Arte Contemporáneo Helga de Alvear,2023,2022-2023
"González, Miguel Á., Prolepsis. XXV Premio de Novela Ciudad de Badajoz. Barcelona, Editorial Alrevés, 2022.",Miguel Á. González,Prolepsis,Barcelona,Editorial Alrevés,2022,2022-2023
"González Carrillo, José Antonio y otros, Foral Manuelino de Olivenza 1510. I. Entorno histórico. II La Carta de Fuero de 1510. Cáceres, UEX, 2022.",José Antonio González Carrillo;otros,Foral Manuelino de Olivenza 1510. I. Entorno histórico. II La Carta de Fuero de 1510,Cáceres,UEX,2022,2022-2023
"González Carvajal, Martín, Un cuerpo dos vidas. Badajoz, Diputación, 2023.",Martín González Carvajal,Un cuerpo dos vidas,Badajoz,Diputación,2023,2022-2023
"González Chaves, Alberto, ¡Dame almas! Una biografía del cardenal Merry del Val. Madrid, Homo Legens, 2022.",Alberto González Chaves,¡Dame almas! Una biografía del cardenal Merry del Val,Madrid,Homo Legens,2022,2022-2023
"González Frailes, Guillerno, Cuentos y leyendas de Peraleda de la Mata. Almería, Círculo Rojo, 2022.",Guillermo González Frailes,Cuentos y leyendas de Peraleda de la Mata,Almería,Círculo Rojo,2022,2022-2023
"González, Chema, Esto no es una película. Cáceres, Museo Helga de Alvear, 2023. Catálogo",Chema González,Esto no es una película,Cáceres,Museo Helga de Alvear,2023,2022-2023
"González Lebrijo, José Luis, Carmencilla y la fuente de plata. Badajoz, Editamás, 2022.",José Luis González Lebrijo,Carmencilla y la fuente de plata,Badajoz,Editamás,2022,2022-2023
"González Lebrijo, José Luis, Llantos del Guadiana. Ilustraciones de María Luisa Capellán Marín. Badajoz, Editamás, 2022.",José Luis González Lebrijo,Llantos del Guadiana,Badajoz,Editamás,2022,2022-2023
"González Montero, Marino, La verdadera lengua de los pájaros. Mérida, De la luna libros, 2022.",Marino González Montero,La verdadera lengua de los pájaros,Mérida,De la luna libros,2022,2022-2023
"González Montero, Marino, Lo que piensan los hombres bajo el agua. Mérida, De la luna libros, 2022.",Marino González Montero,Lo que piensan los hombres bajo el agua,Mérida,De la luna libros,2022,2022-2023
"Chacón, Inmaculada, El cuarto de la plancha. Madrid, Contraluz Editorial, 2023. (Novela. Homenaje a su familia de Zafra).",Inmaculada Chacón,El cuarto de la plancha,Madrid,Contraluz Editorial,2023,2022-2023
"Gallardo Perogil, Francisco, Poemas y Melodías para un Despertar. Mybestseller, 2022.",Francisco Gallardo Perogil,Poemas y Melodías para un Despertar,Mybestseller,Mybestseller,2022,2022-2023
"Gallardo Álvarez, Juan Antonio, La tradición en Valverde de Burguillo (Badajoz). Badajoz, Diputación, 2022.",Juan Antonio Gallardo Álvarez,La tradición en Valverde de Burguillo,Badajoz,Diputación,2022,2022-2023
"Deacon, Philips, “Las Fábulas Futrosóficas de 1821, ¿son de Bartolomé José Gallardo?, en Dieciocho, 46.1, University of Sheffield, Spring 2023.",Philips Deacon,"Las Fábulas Futrosóficas de 1821, ¿son de Bartolomé José Gallardo?",University of Sheffield,Dieciocho,2023,2022-2023
"De la Gándara Martín, Jesús J., Un nuevo mundo viene. Crónicas para no olvidar lo que pasó (COVID). Burgos, Ediciones Suabia, 2022",Jesús J. De la Gándara Martín,Un nuevo mundo viene. Crónicas para no olvidar lo que pasó (COVID),Burgos,Ediciones Suabia,2022,2022-2023
"Del Barco Cordero, Jesús (coord.), Estrategia de salud comunitaria de Extremadura: guía para la realización de un diagnóstico de salud comunitario. Mérida, Consejería de Sanidad y Servicios Sociales, 2022.",Jesús Del Barco Cordero,Estrategia de salud comunitaria de Extremadura: guía para la realización de un diagnóstico de salud comunitario,Mérida,Consejería de Sanidad y Servicios Sociales,2022,2022-2023
"Díaz, Rui, Los reyes muertos. Badajoz, Aristas Martínez, 2022",Rui Díaz,Los reyes muertos,Badajoz,Aristas Martínez,2022,2022-2023
"Díaz Díaz, Bartolomé, Crónicas del Gallardo: 25 años del premio de investigación bibliográfica. Badajoz, Diputación, 2022.",Bartolomé Díaz Díaz,Crónicas del Gallardo: 25 años del premio de investigación bibliográfica,Badajoz,Diputación,2022,2022-2023
"Díaz Gómez, Marilo (coord.), Sabores de la tierra: libro de recetas. Proyecto de Aprendizaje Servicio.  Badajoz, Diputación, 2022.",Marilo Díaz Gómez,Sabores de la tierra: libro de recetas,Badajoz,Diputación,2022,2022-2023
"Díaz Marcos, Cruz, Poemario. Madrid, Beturia, 2022.        Poeta y músico, el autor es natural de Coria.",Cruz Díaz Marcos,Poemario,Madrid,Beturia,2022,2022-2023
"Díaz Pérez, Eva, El sueño del gramático: la aventura humanista de Elio Antonio de Nebrija. Sevilla, Fundación José Manuel Lara, 2022",Eva Díaz Pérez,El sueño del gramático: la aventura humanista de Elio Antonio de Nebrija,Sevilla,Fundación José Manuel Lara,2022,2022-2023
"Díaz Piquer, Silvia, Un limón feliz. Cáceres, Cuatro Hojas, 2022.",Silvia Díaz Piquer,Un limón feliz,Cáceres,Cuatro Hojas,2022,2022-2023
"Díaz y Pérez, Nicolás, De Madrid a Lisboa. Mérida, ERE, 2023. Edición preparada por César Rina y Álex Tarradellas. Narrativa.",Nicolás Díaz y Pérez,De Madrid a Lisboa,Mérida,ERE,2023,2022-2023
"Díaz Santos, Laura, Esferas de aire y raíz. Cáceres, Norbanova, 2022,",Laura Díaz Santos,Esferas de aire y raíz,Cáceres,Norbanova,2022,2022-2023
"Díez González, Carmen, Arquitectura de los conventos franciscanos observantes de la diócesis de Coria y Plasencia en la provincia de Cádez (siglos XVI-VIII). Cáceres, UEX, 2022. 2ª edición digital 2022, 1ª edición impresa 2003 (agotada) El presente trabajo es fruto de una Tesis doctoral presentada en la UEX.",Carmen Díez González,Arquitectura de los conventos franciscanos observantes de la diócesis de Coria y Plasencia en la provincia de Cádez (siglos XVI-VIII),Cáceres,UEX,2022,2022-2023
"Domingo Catalá, Teresa, Las profanaciones del amor. Cáceres, Asociación Cultural Letras Cascabeleras, 2022.",Teresa Domingo Catalá,Las profanaciones del amor,Cáceres,Asociación Cultural Letras Cascabeleras,2022,2022-2023
"Domínguez, Santos,   Cuaderno de Italia. Sevilla, La isla de Siltolá, 2023. Poesía.",Santos Domínguez,Cuaderno de Italia,Sevilla,La isla de Siltolá,2023,2022-2023
"Domínguez, Santos, Regulación del sueño.  Ediciones la Flámula (digital), 2022.",Santos Domínguez,Regulación del sueño,Ediciones la Flámula (digital),Ediciones la Flámula,2022,2022-2023
"Domínguez, Santos, Teoría del horizonte. Ediciones la Flámula (digital), 2022.",Santos Domínguez,Teoría del horizonte,Ediciones la Flámula (digital),Ediciones la Flámula,2022,2022-2023
"Domínguez, Domínguez, Fernando, Páginas sueltas de la historia de Coria Coria, Ayuntamiento, 2022.",Fernando Domínguez,Páginas sueltas de la historia de Coria,Coria,Ayuntamiento,2022,2022-2023
"Doncel Cervantes, Ángel, El sueño diurno. Cáceres, Tau Editores,",Ángel Doncel Cervantes,El sueño diurno,Cáceres,Tau Editores,,2022-2023
"Eaude, Michel, Arturo Barea. Triunfo en la medianoche del siglo. Sevilla, Renacimiento, 2023.",Arturo Barea Michel Eaude,Triunfo en la medianoche del siglo,Sevilla,Renacimiento,2023,2022-2023
"Elorza, Antonio, Un juego de trono castizo. Madrid, Alianza Editorial, 2023 (sobre la figura de Godoy).",Antonio Elorza,Un juego de trono castizo,Madrid,Alianza Editorial,2023,2022-2023
"De la Gándara Martín, Jesús J., Agua somos. Mérida, ERE, 2022. Psiquiatra. Natural de Tornavas, 1956. Lleva un epílogo de su paisano Tomás Calvo Buezas.",Jesús J. De la Gándara Martín,Agua somos,Mérida,ERE,2022,2022-2023
"Del Torres, Juanma, La Cruz de TAU. Badajoz, Editamás, 2022.",Juanma Del Torres,La Cruz de TAU,Badajoz,Editamás,2022,2022-2023
"Erostarbe, Ana, Hasta que me mates: Memorias de Rafaela Romero Rozo. Irún, Editorial Alberdane , 2023 Política vasca, nacida en Quintana de la Serena, mujer de Eriguren.",Ana Erostarbe,Hasta que me mates: Memorias de Rafaela Romero Rozo,Irún,Editorial Alberdane,2023,2022-2023
"De la Torre-Velver, Narciso, El pasado de donde nos fuimos. Olivenza, Ayuntamiento, 2023.",Narciso De la Torre-Velver,El pasado de donde nos fuimos,Olivenza,Ayuntamiento,2023,2022-2023
"Chacón Llorente, José Luis, El Fuero del Baylío: su regulación o su derogación. Badajoz, Diputación, 2022",José Luis Chacón Llorente,El Fuero del Baylío: su regulación o su derogación,Badajoz,Diputación,2022,2022-2023
"Cid, Antonio (dir.), Ex+. Cáceres, Periódico Extremadura, 2023.",Antonio Cid,Ex+,Cáceres,Periódico Extremadura,2023,2022-2023
"Clark, Ben, Demonios. Palma de Mallorca, Editorial Sloper, 2023. Escritor, poeta, de origen británico (Ibiza, 1984), afincado en Mérida.",Ben Clark,Demonios,Palma de Mallorca,Editorial Sloper,2023,2022-2023
"Clemente Fernández, José Ignacio, El Hospital de la Concepción: Artistas y oficios: Los Santos de Maimona.  Badajoz, Diputación, 2023.",José Ignacio Clemente Fernández,El Hospital de la Concepción: Artistas y oficios: Los Santos de Maimona,Badajoz,Diputación,2023,2022-2023
"Corchero, Alejandro, Rolva, odisea oscura.  Badajoz, Editamás, 2023.",Alejandro Corchero,"Rolva, odisea oscura",Badajoz,Editamás,2023,2022-2023
"Corchete Serviá, Alberto, En la heredad del tiempo.  XXIV premio de poesía García de la Huerta. Zafra, IES Suárez de Figueroa, 2022",Alberto Corchete Serviá,En la heredad del tiempo,Zafra,IES Suárez de Figueroa,2022,2022-2023
"Cordero, Lorenzo, La belleza desnuda. Cáceres, autoedición, 2023. Un trabajo que viene haciendo estos 8 años últimos. Fotografía erótica.",Lorenzo Cordero,La belleza desnuda,Cáceres,autoedición,2023,2022-2023
"Corrales Vázquez, José María y Prieto Clemente, Juan Pablo,  José Luis Pérez Chiscano: Un botánico amante de la Ornitología. Badajoz, Diputación/Cáceres, Cátedra Enresa Uex, 2022.",José María Corrales Vázquez;Juan Pablo Prieto Clemente,José Luis Pérez Chiscano: Un botánico amante de la Ornitología,Badajoz,"Diputación/Cáceres, Cátedra Enresa Uex",2022,2022-2023
"Corrales Vázquez, José María, Manual sobre el Medio Natural en Extremadura. Mérida, Junta de Extremadura, 2022.",José María Corrales Vázquez,Manual sobre el Medio Natural en Extremadura,Mérida,Junta de Extremadura,2022,2022-2023
"Correa Gamero, Feliciano, La transición política: antecedentes históricos y conflictos en Extremadura. Badajoz. Fundación CB, 2023.",Feliciano Correa Gamero,La transición política: antecedentes históricos y conflictos en Extremadura,Badajoz,Fundación CB,2023,2022-2023
"Cortés Cortés, Fernando, Revista de Estudios Extremeños. Año 2021. Número extraordinario, recoge las actas de las II Jornadas de Historia Militar de Extremadura. Badajoz, Centro de Estudios Extremeños. 2022.",Fernando Cortés Cortés,Revista de Estudios Extremeños,Badajoz,Centro de Estudios Extremeños,2022,2022-2023
"Cruz Hidalgo, Esteban, Empresas y empresarios en Don Benito durante la “primera modernización”. 1850-1926. Don Benito, Ayuntamiento, 2022.",Esteban Cruz Hidalgo,Empresas y empresarios en Don Benito durante la “primera modernización”. 1850-1926,Don Benito,Ayuntamiento,2022,2022-2023
"Cruz Otero, Julieta de la, A ras de las estrellas.  Badajoz, Editamás, 2022.",Julieta de la Cruz Otero,A ras de las estrellas,Badajoz,Editamás,2022,2022-2023
"Cruz Sánchez, Pedro A., La vida no era esto. Quiero hablar con el encargado. Cáceres, Liliputienses, 2022.",Pedro A. Cruz Sánchez,La vida no era esto. Quiero hablar con el encargado.,Cáceres,Liliputienses,2022,2022-2023
"Cuéllar Reynols, José Luis, Color, transparencia y fusión. Catálogo exposición pintura. Badajoz, CB, 2023.",José Luis Cuéllar Reynols,"Color, transparencia y fusión. Catálogo exposición pintura",Badajoz,CB,2023,2022-2023
"Cuéllar Francisco, Aksha. Badajoz, Fundación CB, 2022",Cuéllar Francisco,Aksha,Badajoz,Fundación CB,2022,2022-2023
"Cuéllar Reynolds, Juan Luis, Color, transparencia y fusión. Badajoz, Fundación CB, 2022.",Juan Luis Cuéllar Reynolds,"Color, transparencia y fusión",Badajoz,Fundación CB,2022,2022-2023
"Cuevas, María Luis, El secreto de Marina Verde. Badajoz, Editamás, 2022.",María Luis Cuevas,El secreto de Marina Verde,Badajoz,Editamás,2022,2022-2023
"Cumplido León, Alberto, Recetario de repostería conventual. Fregenal de la Sierra, autoedición, 2022.",Alberto Cumplido León,Recetario de repostería conventual,Fregenal de la Sierra,autoedición,2022,2022-2023
"Gallardo, B.J., Ensayo de una biblioteca libros raros y curiosos, vol. V. Campanario, Ayuntamiento, 2022.",B.J. Gallardo,"Ensayo de una biblioteca libros raros y curiosos, vol. V",Campanario,Ayuntamiento,2022,2022-2023
"Eloy Rodríguez, David, Las posibilidades. Mérida, De la luna libros, 2022. Narrativa.",David Eloy Rodríguez,Las posibilidades,Mérida,De la luna libros,2022,2022-2023
"Escacena, Miriam, Comunicación con bebés: mis manitas hablan. Cáceres , Cuatro Hojas, 2022.",Miriam Escacena,Comunicación con bebés: mis manitas hablan,Cáceres,Cuatro Hojas,2022,2022-2023
"Floriano, Carlos, Tan terrible es el odio- Una traición, demasiadas muertes y una identidad construida sobre la voluntad de paz tras la Guerra Civil, Córdoba, Almuzara, 2023. Novela.",Carlos Floriano,"Tan terrible es el odio - Una traición, demasiadas muertes y una identidad construida sobre la voluntad de paz tras la Guerra Civil",Córdoba,Almuzara,2023,2022-2023
"Espino J., Israel, Gente de muerte y otros cortejos sobrenaturales. Córdoba, Almuzara, 2022. Ensayo",Israel Espino J.,Gente de muerte y otros cortejos sobrenaturales,Córdoba,Almuzara,2022,2022-2023
"Fernández Ortín, Daniel, Cuadernos de visita de la Reserva de la Biosfera de Monfragüe.  Fotografías y dibujos de José María Benítez y Javier Esteban Pozo. Torrejón el Rubio, EnClaveNatura, 2022.",Daniel Fernández Ortín,Cuadernos de visita de la Reserva de la Biosfera de Monfragüe,Torrejón el Rubio,EnClaveNatura,2022,2022-2023
"Fernández Pintado, Mylene, La esquina del mundo. Mérida, La Moderna, 2022.",Mylene Fernández Pintado,La esquina del mundo,Mérida,La Moderna,2022,2022-2023
"Fernández Rincón, Juan Carlos y Ramos Rubio, J.Aº., Historia y patrimonio de Nuestra Señora de la Montaña, patrona de Cáceres. Cáceres, Tau editores, 2023. Volumen de casi medio millar de páginas y 230 fotografías, con exhaustiva documentación.",Juan Carlos Fernández Rincón;J.Aº. Ramos Rubio,"Historia y patrimonio de Nuestra Señora de la Montaña, patrona de Cáceres",Cáceres,Tau editores,2023,2022-2023
"Fernández Sánchez, María José, Poemas de un vivo desasosiego. Badajoz, Editamás, 2022.",María José Fernández Sánchez,Poemas de un vivo desasosiego,Badajoz,Editamás,2022,2022-2023
"Ferreira Fernández, José Adolfo, La pesca de la trucha: río Gévora. Badajoz, Editamás, 2022.",José Adolfo Ferreira Fernández,La pesca de la trucha: río Gévora,Badajoz,Editamás,2022,2022-2023
"Flores Requejo, María José, Las razones del alma. Mérida, ERE, 2022. Novela.",María José Flores Requejo,Las razones del alma,Mérida,ERE,2022,2022-2023
"Flórez, Antonio María, Marquetalia en el corazón. Don Benito, ACEM, 2022.",Antonio María Flórez,Marquetalia en el corazón,Don Benito,ACEM,2022,2022-2023
"Floriano Bravo, Manuel Pedro, La cacereña parroquia de San Mateo: sede canónica de numerosas cofradías. Cáceres, ANPE-CÁCERES,  2022.",Manuel Pedro Floriano Bravo,La cacereña parroquia de San Mateo: sede canónica de numerosas cofradías,Cáceres,ANPE-CÁCERES,2022,2022-2023
"Fernández Molina Fernández Molina, Juan Ramón, Los restos del naufragio. Cáceres, Sala de Arte El Brocense, 2022.",Juan Ramón Fernández Molina Fernández Molina,Los restos del naufragio,Cáceres,Sala de Arte El Brocense,2022,2022-2023
"Floriano Bravo, Manuel Pedro, Una fundación de altura en la ciudad medieval. Cáceres, ANPE, 2023.",Manuel Pedro Floriano Bravo,Una fundación de altura en la ciudad medieval,Cáceres,ANPE,2023,2022-2023
"Fortes Guzmán, Juan Luis, Hermanos de vida. Cáceres, Cuatro Hojas, 2023.",Juan Luis Fortes Guzmán,Hermanos de vida,Cáceres,Cuatro Hojas,2023,2022-2023
"Flórez Rodríguez, Antonio María, Marquetalia en el corazón. Don Benito, ACEM La Cigüeña de Cristal, 2022. Poesía.",Antonio María Flórez Rodríguez,Marquetalia en el corazón,Don Benito,ACEM La Cigüeña de Cristal,2022,2022-2023
"Frades, Domingo y otros, Versus valeoris de nosa fala. Mérida, ERE, 2022.  Edición preparada por Ana Alicia Manso Flores (Valverdi do Fresnu, 1990) y Xosé-Henriques Costas.",Domingo Frades;otros,Versus valores de nosa fala,Mérida,ERE,2022,2022-2023
"Franco Pires, Nuno, Sombras da raia. Badajoz, Fundación CB, 2022. Badajoz, 1936. Centenas de personas son masacradas. Juan huye con su familia a Portugal, refugiándose en el Monte do Loreto, en los alrededores de Elvas.",Nuno Franco Pires,Sombras da raia,Badajoz,Fundación CB,2022,2022-2023
"Gadella Señorón, Francisco, Historias de San Rafael de Olivenza (1956-1962). Olivenza, Ayuntamiento, 2022. Autobiografía novelada.",Francisco Gadella Señorón,Historias de San Rafael de Olivenza (1956-1962),Olivenza,Ayuntamiento,2022,2022-2023
"Galache Cortés, José Luis, Transición: el caso Feria. Badajoz, Diputación, 2022.",José Luis Galache Cortés,Transición: el caso Feria,Badajoz,Diputación,2022,2022-2023
"Galán, Pilar, Si esto fuera una novela. Mérida, De la luna libros, 2023. Narrativa.",Pilar Galán,Si esto fuera una novela,Mérida,De la luna libros,2023,2022-2023
"Fernández Morillo, Héctor, El delirante pensador. Badajoz, Editamás, 2022.",Héctor Fernández Morillo,El delirante pensador,Badajoz,Editamás,2022,2022-2023
"Fernández Muñoz, Yolanda, Extremadura en América a través de la obra de Francisco Becerra. Madrid, Pigmalión, 2023",Yolanda Fernández Muñoz,Extremadura en América a través de la obra de Francisco Becerra,Madrid,Pigmalión,2023,2022-2023
"Fernández López-Alegría, Joaquín, Eladio López Alegría. El Ayuntamiento republicano. Badajoz 1931-1936. Badajoz, Fundación CB, 2023.  Biografía.",Joaquín Fernández López-Alegría,El Ayuntamiento republicano. Badajoz 1931-1936,Badajoz,Fundación CB,2023,2022-2023
"Fernández-Daza, Carmen (dir.)., Boletín de la R. Academia de Extremadura de las Letras y las Artes. Trujillo, año 2022.",Carmen Fernández-Daza,Boletín de la R. Academia de Extremadura de las Letras y las Artes,Trujillo,R. Academia de Extremadura de las Letras y las Artes,2022,2022-2023
"Estepa García, Juan José, La Mesta y Extremadura: una vinculación de origen. Badajoz, Editamás, 2022.",Juan José Estepa García,La Mesta y Extremadura: una vinculación de origen,Badajoz,Editamás,2022,2022-2023
"Estévez López, Dámaso, El rey breve. Barcelona, editorial Molino, 2022.  Novela.",Dámaso Estévez López,El rey breve,Barcelona,editorial Molino,2022,2022-2023
"Estévez Portillo, Nía, Detrás del recuerdo. Badajoz, R.E. Editores, 2022. Autora de Badajoz.",Nía Estévez Portillo,Detrás del recuerdo,Badajoz,R.E. Editores,2022,2022-2023
"Estévez Portillo, Nía, La flor de Ángela. Badajoz, R. E. Editores, 2022. Poesía.",Nía Estévez Portillo,La flor de Ángela,Badajoz,R. E. Editores,2022,2022-2023
"Estévez Portillo, Nía, Todas las maneras que encontré de decir adiós. Badajoz, R. E. Editores, 2023.",Nía Estévez Portillo,Todas las maneras que encontré de decir adiós,Badajoz,R. E. Editores,2023,2022-2023
"Fernández, Víctor, Mühlberg. Barcelona, Edhasa, 2022 (novela histórica).",Víctor Fernández,Mühlberg,Barcelona,Edhasa,2022,2022-2023
"Fernández Bejarano, Milagros, El armario. Con M de Mujer, 2023.",Milagros Fernández Bejarano,El armario. Con M de Mujer,,,2023,2022-2023
"Félix Morillón, Rafael Rufino, Torrente incesante. Antología poética (1988-2021). Badajoz, Fundación CB, 2022.",Rafael Rufino Félix Morillón,Torrente incesante. Antología poética (1988-2021),Badajoz,Fundación CB,2022,2022-2023
"Fernández-Daza, Carmen, XI Jornadas Humanísticas. Nebrija. Villanueva de la Serena, R. Academia de Extremadura, noviembre 2022.",Carmen Fernández-Daza,XI Jornadas Humanísticas. Nebrija,Villanueva de la Serena,R. Academia de Extremadura,2022,2022-2023
"Fernández Balsera, Fernando, Campanas mudas. Badajoz, Diputación, 2022.",Fernando Fernández Balsera,Campanas mudas,Badajoz,Diputación,2022,2022-2023
"Fernández Correas, Víctor, Los perdonaos: una leyenda de Cuacos de Yuste. Cuacos de Yuste, Eulogio López Moreno, 2022.",Víctor Fernández Correas,Los perdonaos: una leyenda de Cuacos de Yuste,Cuacos de Yuste,Eulogio López Moreno,2022,2022-2023
"Fernández Gonzalo, Jorge, El paisaje invisible. La poesía de Antonio Méndez Rubio. Badajoz, Diputación, 2022. Ensayo.",Jorge Fernández Gonzalo,El paisaje invisible. La poesía de Antonio Méndez Rubio,Badajoz,Diputación,2022,2022-2023
"Zarandieta, Francisco, Crónicas almendralejenses de ayer y de hoy… IV tomo. Almendralejo, Ayuntamiento, 2023.",Francisco Zarandieta,Crónicas almendralejenses de ayer y de hoy… IV tomo,Almendralejo,Ayuntamiento,2023,2022-2023
"Sarmiento Pérez, El clero de la diócesis de Badajoz durante el trienio liberal (1820-1823). Badajoz, Diputación, 2023. Sayago Martínez, Ángela, Cabeza de Chicharra. Memoria de la Senda Negra (2021 - 2022) Serrano Rangel, Fran, Zazá y la historia de Rui. Coautoría con Alicia Chamorro. Badajoz, Asociación Cuéntame algo que me reconforte. 2022. Saussol, José María, Por el sendero. Almería, Círculo Rojo, 2022. Antología biográfica (dividida en tres partes: cartas, cuentos y versos).",,,,,,2022-2023
